Account_Length,Vmail_Message,Day_Mins,Eve_Mins,Night_Mins,Intl_Mins,CustServ_Calls,Intl_Plan,Vmail_Plan,State,Area_Code,Phone,Churn
61,16,143.5,242.6,147.7,11.3,0,yes,yes,OH,510,327-5525,no
171,17,186.9,240,200.9,5.8,1,no,yes,DE,510,363-8244,no
123,0,194,242,146.3,12.1,1,no,no,NE,510,419-9104,no
58,0,234.8,106.8,178.5,9.9,0,no,no,FL,510,363-1560,no
156,0,123.7,103,189.4,13.1,1,no,no,AK,510,341-4075,no
166,0,173.9,276.4,190.8,15.3,0,no,no,WI,510,366-9074,no
75,41,130.9,203.4,171.7,12.4,1,no,yes,WA,510,367-1424,no
75,0,314.6,169.8,285.1,5.7,2,no,no,KY,415,341-1191,yes
83,0,227.9,207.5,211.7,12.1,1,no,no,OH,510,342-9480,no
243,0,95.5,163.7,264.2,6.6,2,no,no,UT,510,355-9360,no
153,0,185.3,208,206.1,15.1,1,no,no,NM,408,343-1538,no
150,0,146.3,202.7,234.7,13.1,1,no,no,MN,415,335-2331,no
92,16,184,76.4,185.1,12.7,2,no,yes,WV,510,335-7257,no
80,0,105.8,43.9,189.6,13.1,0,no,no,MN,415,332-2137,no
134,0,178,153.8,236.6,11.7,1,no,no,AL,415,352-2998,no
77,24,149.4,123.9,174.3,10.1,1,no,yes,PA,510,346-6941,no
147,0,209.4,132.5,149.4,11.3,2,no,no,DE,510,400-2203,no
74,0,172.1,211.7,182.2,11.6,1,no,no,MO,415,421-2955,no
138,0,169.3,217.9,184.2,9.4,1,yes,no,IL,510,331-6629,no
143,0,119.1,287.7,223,12.2,0,no,no,FL,415,343-6314,no
64,0,194.2,173.4,268.7,5.5,2,no,no,HI,415,414-6638,no
120,0,198.8,230.1,119.8,9.9,2,no,no,ME,510,350-5883,no
121,0,167.7,93.7,241.3,13.4,3,yes,no,CO,408,409-4447,yes
88,0,202.2,216.8,239.4,11.8,2,no,no,NH,415,376-4856,no
87,0,322.5,204.6,186.2,9.4,2,no,no,SC,408,335-1874,yes
100,0,216.2,215.6,138.4,10.2,0,no,no,IN,510,397-6255,no
104,0,76.4,115.6,226.3,9.4,3,no,no,FL,415,381-5047,no
27,0,72.7,208.6,65.8,9.9,1,no,no,GA,510,403-6850,no
81,31,210.4,225.5,168.7,9.7,0,no,yes,IL,415,375-3658,no
64,33,127.2,162.9,247.4,8.1,0,yes,yes,NC,510,341-2603,no
107,28,201.8,304.9,225.6,11.9,1,no,yes,VT,510,342-5062,no
88,17,219.5,222.1,188.3,16.1,1,no,yes,DC,415,354-1558,no
111,0,99.3,270.5,225.3,9,3,no,no,VT,408,351-9537,no
77,0,239.2,150,160.8,10.3,5,no,no,NV,415,401-1252,no
67,0,120.9,235,95.1,11.4,2,yes,no,OR,415,366-9538,no
102,0,224.7,129.4,167.6,15.8,1,no,no,AL,408,364-7622,no
146,19,176.6,162.7,215.5,14.6,1,no,yes,ND,408,393-9918,no
144,51,283.9,192,196.3,10,1,no,yes,FL,415,376-4484,no
96,0,180.6,190.9,295.6,10.3,1,no,no,NE,415,410-6791,yes
70,31,125.9,196.4,252.7,10.3,1,no,yes,ND,415,343-2392,no
149,0,237.6,192.4,207.4,9.1,0,no,no,ME,408,408-4323,no
129,0,198.4,264.7,111.4,9.2,2,no,no,IL,415,395-1718,no
166,0,274.3,52.9,246.1,10.9,0,no,no,WA,408,354-9492,no
136,0,199.6,211.4,72.4,11,3,yes,no,MA,408,367-8168,yes
149,0,217.7,273.5,226.9,9.6,3,no,no,KS,510,340-3500,no
70,0,134.7,235.9,260.2,7.6,3,no,no,RI,415,369-4962,no
120,24,212.7,257.5,227.8,9.7,2,no,yes,MO,415,334-8967,no
66,0,256.3,180.2,187.3,6.2,2,no,no,IA,510,402-2377,no
104,0,183.6,120.7,215.1,12.7,1,no,no,WY,408,366-3917,no
160,0,176.2,196,263.9,9.2,1,no,no,NV,415,333-3531,no
129,37,205,165.4,185,11.7,1,no,yes,WI,415,333-8954,no
93,0,267.9,223,262.7,11.3,3,no,no,AL,408,374-9203,yes
169,0,179.2,175.2,228.6,9.9,2,no,no,HI,415,334-3289,no
58,0,149.4,196.5,209.5,14.9,1,no,no,MO,415,353-7822,no
75,38,163.6,146.7,345.8,13.1,3,no,yes,CA,510,350-1422,no
45,0,207.6,152.7,217.8,12.4,1,no,no,MO,408,385-8406,no
155,0,165.4,183.7,80.2,8.9,3,no,no,CT,510,380-7277,no
52,0,209.8,171.3,154.6,9.9,4,no,no,MD,415,352-1798,no
119,27,220.1,268.2,146.5,11.1,0,no,yes,OH,415,385-7922,no
86,0,141.3,154.3,210.6,8.2,1,no,no,NV,510,353-7730,no
42,0,196.5,241.3,143.2,4,0,no,no,MD,408,337-7163,no
127,0,180.9,209.5,249.9,7.4,2,yes,no,NE,510,348-5567,no
123,0,105,251.6,258,14.9,0,no,no,OH,408,420-9575,no
98,0,271.4,190.4,284.7,11.1,4,no,no,MA,510,366-3358,yes
149,43,206.7,174.6,241.5,10.9,1,no,yes,OK,510,359-9972,no
160,0,166.8,236,307.6,9.3,1,no,no,MA,408,387-3332,no
103,0,204.9,135.2,208.2,10.4,5,no,no,WA,415,354-6960,no
132,15,154.6,245.6,148.6,9.1,1,no,yes,HI,415,405-3335,no
137,0,127,323.2,143.9,7.5,1,no,no,CO,415,379-4257,no
129,0,267.4,204.2,111.7,5.9,1,yes,no,FL,415,355-4992,no
62,0,281,160.6,77.9,0,1,no,no,WI,415,383-6373,no
122,33,270.8,220.4,169.9,11.8,4,no,yes,ID,510,382-7993,no
32,0,171.2,185.6,203.3,10.2,1,no,no,WY,408,422-5865,no
86,0,124.1,202.6,289.6,6.7,3,no,no,GA,510,410-9961,no
130,0,162.8,290.3,114.9,7.2,1,no,no,FL,415,343-9946,no
42,0,146.3,255.9,45,8,1,no,no,WY,408,357-7060,no
73,0,254.8,143.4,153.9,15,2,no,no,DE,415,355-9541,no
66,26,254.9,243.2,190.8,5.4,2,no,yes,ME,408,378-4145,no
103,31,107.7,188.9,196.2,8.9,0,no,yes,DC,510,386-2317,no
128,0,158.8,264.8,270,7.6,1,no,no,IA,408,335-8146,no
104,0,182.9,239.6,229.8,5.5,2,no,no,CO,415,377-2235,no
103,0,198.5,42.5,179.2,12.4,0,no,no,MN,415,386-9141,no
124,0,178.4,233.6,179.4,12,0,no,no,VT,415,416-5623,no
87,0,110.9,158.5,207.5,6.2,1,no,no,AZ,510,327-3053,no
109,27,166.9,221.2,197.3,12.3,1,no,yes,LA,415,395-6195,yes
167,0,244.8,60.8,176.7,10.7,2,yes,no,MO,415,397-8772,no
97,0,120.8,169.8,194.1,11.9,4,no,no,ME,510,346-7656,yes
106,0,165.3,210,187.2,8.5,2,no,no,MD,415,343-2350,no
125,0,126.7,155.5,206.2,14.4,2,no,no,VT,415,372-4722,no
108,35,215.9,200.6,195.4,15.5,0,no,yes,DC,408,399-8615,no
125,0,140.1,209.6,264.1,8,1,no,no,WY,415,379-8248,no
89,32,209.9,249.8,224.2,8.7,1,no,yes,VA,415,414-6219,no
72,29,139.8,138.2,221,5.5,0,yes,yes,VA,510,387-1343,no
23,0,321.6,251.6,141.1,11.3,2,no,no,CT,510,370-5527,yes
149,0,166.6,218.8,208.3,8.2,7,no,no,HI,510,393-8736,no
73,0,214.2,196.8,157.9,5.9,0,no,no,WI,415,402-7626,no
61,0,260,210.5,234.7,9,1,no,no,MD,415,370-2688,yes
161,0,191.9,70.9,204.8,13.4,4,no,no,WV,415,418-9036,yes
73,0,213,188.8,136.2,13.5,0,no,no,VT,408,417-2035,no
118,24,118.1,109.6,245.5,16.9,1,no,yes,UT,415,355-3602,no
23,0,190.2,166.4,219.8,15,6,no,no,CO,408,393-4027,no
127,25,82.2,163.3,264.9,5.1,0,no,yes,NC,415,418-5141,no
42,32,163.8,177.8,190.4,8.1,0,no,yes,NJ,415,406-1247,no
118,0,267.8,316.4,208.6,14.4,5,no,no,AR,415,402-3892,yes
45,0,159.8,120.4,163,10.6,2,no,no,IA,510,332-2965,no
50,24,214.3,289.8,312.5,10.6,1,no,yes,GA,408,377-1218,no
179,0,287.3,288,266,10.5,0,no,no,MO,510,355-2464,yes
152,0,101.2,141.6,198.5,7.5,2,no,no,MO,408,404-4611,no
105,0,102.8,281.7,228.1,13.2,2,no,no,WY,415,373-2339,no
72,0,109.1,115.7,295.8,8.3,0,no,no,HI,415,410-3503,no
52,0,215.9,217,342.8,5.2,1,no,no,PA,408,410-4739,no
125,0,203.4,128.7,190.5,11,1,no,no,TX,415,365-3562,no
143,0,110.1,169,166.7,9.2,1,no,no,VA,510,387-7641,no
65,0,111,219.8,202,4.4,1,no,no,RI,415,385-9744,no
80,0,239.9,142.3,364.3,9.3,1,no,no,WI,415,398-5006,no
1,0,144.8,112.5,218.7,13.8,1,no,no,MS,415,408-3977,no
60,0,135.4,205.9,204,7.9,1,no,no,KY,408,334-2729,no
43,0,84.2,80.8,196.1,10.8,1,no,no,NC,415,334-7685,no
143,0,209.1,106.1,179.6,14,0,no,no,NV,415,350-9228,no
81,24,130.1,196,139.3,11.4,0,no,yes,UT,415,407-5774,no
205,24,175.8,155,180.7,7.8,2,no,yes,ME,510,413-4039,no
24,0,241.9,145.2,214.5,6.6,1,no,no,HI,415,343-2077,no
74,0,136.7,228.6,265.3,9.8,0,no,no,OH,415,336-5661,no
77,0,67.7,195.7,236.5,12,1,no,no,WV,510,355-4143,no
74,0,200.4,309.2,152.1,10,1,no,no,OK,415,366-5918,no
74,0,125.8,207.7,207.4,14.1,1,yes,no,KY,510,368-7555,yes
200,0,128.2,133.2,177.6,11.2,1,no,no,AL,408,408-2119,no
86,0,226.3,223,255.6,13,4,no,no,MD,408,329-2789,no
91,37,162.3,233.9,277.4,9.2,0,no,yes,NE,510,334-1508,no
76,0,224.4,147.9,183.8,6.7,2,no,no,DC,415,337-1506,no
130,0,120.5,189.7,270.1,14.3,1,no,no,TX,415,396-8400,no
56,0,91.1,179.3,300.7,11.9,2,no,no,OH,408,349-2654,no
117,0,168.8,241.4,204.8,15.5,0,no,no,DE,415,417-2716,no
63,0,153.5,287.3,230.2,6.5,2,no,no,IA,510,402-1725,no
126,0,226.2,140.3,208.9,6.4,0,no,no,VT,415,403-3229,no
132,0,191.9,206.9,272,12.6,1,no,no,OR,510,353-6056,no
81,28,167.9,190.7,193,9.2,4,no,yes,NV,415,399-9802,yes
122,0,180,145,233.7,11.5,2,no,no,NC,415,366-7069,no
46,0,257.4,261.1,204.4,13.4,2,no,no,NJ,408,332-5949,yes
150,28,174.4,169.9,201.6,11,1,no,yes,MN,415,393-6376,no
99,0,159.7,155.4,255.7,8.4,1,no,no,ID,408,354-7025,no
87,0,237.2,222.6,173.3,11,1,no,no,AL,408,351-6585,no
108,0,103,242.3,170.2,7.9,1,no,no,AK,415,330-5462,no
101,0,153.8,234,196.3,11.6,4,no,no,VT,415,407-2292,no
53,0,205.1,160.5,149.5,10.7,3,no,no,PA,415,340-3011,no
132,39,175.7,187.2,225.5,8.6,2,no,yes,AK,415,345-9153,no
158,0,155.9,224.2,221,8.6,2,no,no,CA,510,379-5503,no
114,34,154.4,221.4,208.5,10.3,0,no,yes,MS,415,389-6790,no
77,23,209.7,183.6,205.5,7.1,2,no,yes,AR,415,408-3610,no
144,0,150,285.9,190.6,9.4,0,yes,no,NV,415,375-8238,no
91,23,232.4,186,190.5,12.3,3,no,yes,AL,510,378-5633,no
58,0,165.4,115.7,193.8,12.8,2,no,no,GA,408,389-9120,no
5,0,199.2,187.3,214,13.3,3,no,no,AR,415,380-2758,no
97,0,217.6,320.5,150.7,4.2,0,no,no,MA,408,402-2728,no
107,0,212.1,150.1,219.8,7.7,3,no,no,NJ,415,354-9062,no
142,30,154,165.8,270,10.8,1,no,yes,MO,415,417-2054,no
9,31,193.8,202.6,191.2,13.3,1,no,yes,NY,408,353-1941,no
73,0,175.4,248.1,122.4,12.2,0,no,no,AZ,415,328-1522,no
48,22,152,258.8,263.2,15.7,2,no,yes,NJ,510,408-4529,yes
43,0,230.2,186.7,128.4,9.2,0,no,no,WV,408,417-5320,no
122,33,174.9,248.2,164.6,13.5,1,no,yes,NM,408,370-9755,yes
93,0,190.2,262.2,130,8.8,0,no,no,SC,415,372-4835,no
85,0,176.4,224.9,219.6,11.5,1,no,no,VT,415,334-6605,no
59,0,160.9,251.2,273.4,5,3,no,no,TN,415,399-5564,no
87,0,228.7,163,154.1,11.8,1,no,no,LA,415,392-2887,no
137,0,144,181.6,128.1,12.3,0,no,no,OH,408,328-2110,no
21,31,135.9,271,179.1,9.5,6,no,yes,OR,510,383-5976,no
129,0,334.3,192.1,191,10.4,0,no,no,DE,510,332-6181,yes
104,0,130.5,131.2,264.7,13,0,no,no,KY,415,330-5255,no
93,21,134.2,162.5,186.6,11.8,4,no,yes,GA,408,413-5190,yes
63,0,278,266.4,224.1,13.1,4,no,no,VT,415,394-7447,yes
161,0,105.4,214.8,223.6,7.8,0,no,no,OR,415,353-7096,no
50,0,188.9,203.9,151.8,11.6,3,no,no,TX,510,395-6002,no
103,24,111.8,239.6,268.3,6.9,1,no,yes,MO,408,372-9816,no
84,33,159.1,149.8,213.4,13,1,no,yes,ND,415,400-7253,no
92,0,212.4,224.6,221.3,9,1,no,no,MN,510,344-7470,no
77,0,142.3,306.3,196.5,9.9,1,no,no,NV,415,378-8572,no
64,0,346.8,249.5,275.4,13.3,1,yes,no,NY,415,345-9140,yes
159,15,113.9,145.3,195.2,11.8,1,no,yes,FL,415,340-5460,no
110,27,267.9,263.3,178.1,8.3,1,yes,yes,KS,415,369-8024,yes
138,0,171.4,115.2,224.5,17,3,no,no,NV,510,395-8595,no
178,0,275.4,187.5,147.1,13.6,1,no,no,NV,408,359-4587,no
38,31,197.2,249.9,298.9,3.9,0,no,yes,SC,415,375-5439,no
50,35,192.6,135.2,216.2,7.9,2,no,yes,MI,415,361-3779,no
45,26,91.7,150.6,63.3,7.7,1,no,yes,MI,510,375-8934,no
70,0,126.3,141.6,255.9,9.6,0,no,no,TN,510,395-4757,no
147,33,251.5,234.1,213.4,10.4,3,no,yes,NY,510,421-7205,no
94,0,190.6,152.3,144.7,7.5,1,no,no,NV,510,379-8805,no
179,0,116.1,201.8,181.9,11.6,0,no,no,IL,510,348-2150,no
116,0,217.3,216.1,148.1,11.3,2,no,no,MS,415,417-9128,no
59,0,179.4,232.5,175.8,14.7,0,no,no,ND,510,351-4226,no
165,0,207.7,164.8,54.5,7.9,0,no,no,NC,415,330-6630,no
133,0,277.3,228.4,117.3,12.8,2,no,no,MI,408,387-9137,yes
140,0,125.3,167.6,260.6,8.4,1,no,no,TN,415,372-3987,no
93,32,138.1,167.3,238.9,6.8,2,no,yes,VT,408,408-5183,no
52,38,169.3,225.9,172,8.2,0,no,yes,OK,510,412-9357,no
64,27,201.3,143.8,150.2,12.3,1,no,yes,DE,415,402-3599,no
12,0,216.7,116.5,220,9.8,2,yes,no,ND,510,379-5211,no
48,0,190.4,317.5,133.4,8.3,2,no,no,OR,415,405-9217,no
181,0,143.3,195.5,223.3,6,1,no,no,NY,408,340-9200,no
168,42,97.4,203.6,173.9,11.4,2,no,yes,MO,415,339-9026,no
155,0,181.4,167.7,168.5,11.3,3,no,no,FL,415,343-4772,no
105,0,246.4,256.2,169,3.8,0,no,no,ND,510,345-2108,no
11,0,143.4,289.4,194,9.7,2,no,no,NY,415,401-4650,no
182,0,104.9,198.5,258.2,8,2,no,no,ND,415,400-3945,no
104,0,156.2,193,222.7,13.1,1,no,no,NY,415,338-3781,no
102,0,114.8,81.9,304.3,12,0,no,no,OH,415,342-6316,no
122,0,232.5,205.5,213.7,11.9,0,no,no,AL,415,336-5920,no
41,0,143.6,152.4,194.4,8.6,1,no,no,SC,415,332-1060,no
132,0,176.7,244.1,176.3,9.1,2,no,no,GA,415,418-3426,no
76,0,263.4,230.3,170.6,11.4,1,no,no,WY,415,408-6326,yes
13,0,146.4,148.5,216.7,11.3,1,no,no,WV,415,334-6142,no
115,33,145,194.5,242.3,14.2,2,no,yes,HI,415,336-6128,no
67,0,167.8,167.7,110.3,8.4,1,no,no,WV,408,406-6708,no
154,0,166.9,154.9,189.4,7.2,0,no,no,LA,510,388-8670,no
100,0,142.5,195.7,122.1,7.8,2,no,no,AR,510,363-5853,no
146,0,133,262.8,214.3,11.2,1,yes,no,AK,510,383-6544,no
148,11,252.9,284.3,262.8,12.3,1,no,yes,DC,415,378-2940,no
67,28,95,291.2,159.6,10,2,no,yes,AL,415,338-7683,no
161,0,194.2,249.4,254.9,12.9,1,yes,no,UT,510,329-2786,yes
70,0,222.8,215.9,223.5,0,1,no,no,KS,415,369-9465,no
116,0,201.8,231.5,226.1,16.5,0,no,no,MN,510,337-3769,no
99,42,216,232.3,215.5,9.3,2,no,yes,VA,415,400-6257,yes
87,0,146.3,171.8,167.5,5.3,1,no,no,UT,415,411-6663,no
87,0,234.8,140.9,204.3,9.5,1,no,no,IN,510,384-3101,no
70,0,198.6,213.9,171.2,10.6,2,no,no,CT,408,339-5329,no
131,0,94.4,215.1,179.7,13.1,2,no,no,DE,408,388-9944,no
119,0,190.4,215.6,161.2,10,2,no,no,VT,510,403-1769,no
119,32,142.6,208.2,171,12,3,no,yes,MO,408,390-1612,no
87,0,134.2,165,173.1,10.7,0,yes,no,RI,510,421-7214,no
112,0,111.9,114,146.8,14.1,5,no,no,CA,415,338-6962,yes
75,0,122.8,211.3,261.4,10.7,2,no,no,RI,415,333-9826,no
150,0,189.3,220.9,238.7,9.2,4,no,no,CT,510,411-8549,no
161,38,240.4,201.8,206.1,16.1,0,no,yes,IN,510,381-9234,no
91,24,93.5,183.4,240.7,9.9,0,yes,yes,FL,510,387-9855,no
124,0,158.6,211.2,179.3,10.2,3,no,no,KS,415,371-6990,no
94,0,243.2,147,94.9,7.2,4,yes,no,NY,510,417-3046,no
217,0,176.4,158.8,306.6,9.3,4,no,no,TX,408,385-7082,no
158,0,220.9,242.2,233.3,6.4,0,no,no,RI,510,365-5886,no
102,0,144.4,266.5,217.6,7.1,0,no,no,NV,415,373-5196,no
85,0,212.3,228.4,163.3,7.7,0,no,no,UT,510,327-6194,no
79,0,147,165.7,243.2,8.4,1,no,no,OK,510,381-4565,no
139,25,96.2,178.9,182.1,12.9,2,no,yes,MN,510,357-9832,no
103,0,263.4,179.1,214.7,10.3,0,no,no,NC,415,396-4845,no
98,0,12.5,256.6,169.4,7.7,1,yes,no,OR,415,378-6772,no
78,0,162.3,192.4,240.6,10.1,2,no,no,NH,408,353-4296,no
50,0,183.6,58.6,202.6,8.7,1,no,no,AK,408,362-8331,no
161,0,178.1,146.5,137.6,8.5,1,no,no,OR,415,362-4685,no
67,0,201.4,97.6,202.5,7,0,no,no,KS,408,383-1431,no
86,38,123,133.9,138.2,13.3,1,no,yes,WV,415,332-2258,no
92,0,208,198.9,76.4,8.6,0,no,no,GA,510,375-8304,no
174,0,239.2,188.5,105.6,8.8,1,no,no,NM,415,340-5580,no
124,0,193,89.8,172.8,15.3,1,no,no,OH,510,362-1490,no
132,31,174.5,245.6,172.8,10.3,1,no,yes,ND,415,336-4281,no
190,26,116.7,145.9,175.1,9.9,1,no,yes,RI,415,361-1315,no
101,0,93.8,150,241.1,10.7,1,no,no,HI,510,342-5906,no
185,30,154.1,118.7,258.4,12.9,2,yes,yes,WY,415,405-7904,no
68,29,239.5,203.8,167.8,9.9,0,no,yes,NY,415,349-4762,no
117,25,216,224.1,267.9,11.8,0,no,yes,KS,510,385-3263,no
118,0,187.4,177.8,233.4,12.2,1,no,no,LA,408,405-9496,no
124,0,167.4,233.2,109.6,10.3,0,no,no,PA,415,396-6775,no
22,0,160.4,218.1,192.9,12.5,1,no,no,NV,510,393-6475,no
75,0,143.2,209.1,173,11.9,1,no,no,MN,415,379-7779,no
134,0,205.3,240.5,179.1,5,1,no,no,PA,408,408-8650,no
164,25,219.1,151.5,50.1,14.3,1,no,yes,MO,408,400-3497,no
44,0,143.2,169.8,215.8,7.6,1,no,no,NY,510,407-9244,no
177,0,232.8,175.2,212.2,12.5,2,no,no,ME,415,406-8809,no
110,0,162,247.5,155.5,8.9,0,no,no,NH,408,358-1778,no
53,27,25.9,206.5,228.1,6.5,1,no,yes,WY,415,337-4339,no
108,0,154.2,112.3,246.4,15.4,4,no,no,NY,415,344-7197,yes
80,0,322.3,222,162.8,6.7,0,no,no,ME,408,333-7631,yes
158,0,209.9,221.3,210,8.2,1,no,no,MN,408,372-6623,no
114,0,191.5,175.2,220.3,0,0,no,no,OH,415,363-2602,no
64,19,291.1,226.7,219.1,7.5,1,no,yes,NC,408,387-7757,no
88,0,215.6,216.2,171.3,11.8,3,no,no,SD,415,397-5381,no
82,0,208.8,213.7,175.1,12.4,3,yes,no,UT,510,406-4604,no
111,0,255.9,204.1,171.3,12.3,3,no,no,KY,415,376-9513,no
60,0,252.7,221.1,109.9,12.4,2,no,no,MT,408,360-1852,no
113,0,132.1,247.5,246.2,6.9,3,no,no,NJ,408,421-7270,no
109,0,217,207,268,8.2,1,no,no,FL,408,371-9482,no
105,42,101.9,223.1,241.6,12.9,0,no,yes,IN,510,337-4101,no
85,0,211.5,184.6,164.3,13.3,2,no,no,DE,510,420-2796,no
131,0,153.4,198.5,164.4,10.4,0,no,no,AL,510,366-4225,no
59,0,166.3,239.3,123.2,10,2,no,no,ME,510,398-4567,no
148,0,185.2,170.4,165.1,9.5,1,no,no,SD,408,388-4571,no
210,0,104.6,149.5,255.1,6.5,2,no,no,VA,408,360-8666,no
115,0,245.2,159,229.9,7.2,0,no,no,AK,415,333-3704,no
106,0,274.4,198.6,160.8,6,1,no,no,ID,510,383-2566,no
93,0,98.4,249.6,248.2,14.2,1,no,no,RI,415,406-5584,no
57,29,279.9,223.1,251.7,13,1,no,yes,KY,415,344-4691,no
98,0,187.2,195.6,181.8,5.1,1,no,no,ND,510,347-9737,no
157,0,276.2,165.8,151.6,2.2,3,no,no,HI,415,333-7961,no
116,35,200.4,272.8,214.5,8.3,1,no,yes,WI,415,364-2439,no
30,0,162.3,244,180.1,9.1,2,no,no,WV,510,411-8043,no
111,0,176.9,102.8,213.7,10.5,4,no,no,NJ,510,332-5084,yes
52,0,165.5,205.5,213.6,12.2,0,no,no,KS,415,413-4831,no
72,0,217.8,189.7,182.6,10.4,4,no,no,AL,415,343-4806,no
135,28,201.4,246.5,154.8,12.9,2,no,yes,NJ,510,401-8735,yes
86,0,190.5,179.6,258.5,10.1,3,no,no,NC,510,391-8626,no
98,29,179.9,189.2,164.3,12.8,3,no,yes,DE,415,327-5817,no
151,0,235.9,80.6,212.8,5.8,3,no,no,WY,510,381-4712,no
118,0,140.4,187.1,207.9,7.9,0,no,no,ID,415,335-3320,no
117,0,144.6,258.8,253.2,7.4,2,no,no,NY,415,415-8780,no
55,0,189,118.5,248.1,17.1,0,no,no,MO,510,362-1146,no
82,0,101,155.6,304.4,13.3,0,no,no,ID,408,352-7413,no
152,0,206.3,292.8,43.7,10.6,1,no,no,IA,415,387-6716,no
108,15,165.1,267,250.7,10.9,1,no,yes,TN,408,352-1127,no
98,0,165,202.6,172.3,12.5,1,no,no,OH,408,368-1288,yes
130,0,155.9,256.1,262.9,11.7,3,no,no,IL,415,403-5279,no
136,0,199.2,214.7,150.9,11.8,1,yes,no,FL,408,397-9333,no
47,0,155.3,188.2,247,12.3,3,no,no,MA,415,411-7353,no
189,0,208.3,236.7,179.1,11.3,3,no,no,OK,415,383-2537,no
107,0,157.1,162.6,150,12.1,1,no,no,KY,415,330-4419,no
91,0,154.4,168.3,239.9,11.7,5,no,no,MI,415,390-7930,yes
159,0,189.1,246.1,242,10.4,1,no,no,NE,415,362-5111,yes
11,24,131.5,230.2,283.7,10,2,no,yes,VA,408,358-6796,no
167,0,166.4,243.2,229.2,9.9,1,no,no,NY,415,409-7494,no
111,0,142.3,122.8,229.5,12.8,2,no,no,MT,408,400-1636,no
99,19,87.7,223,182.3,7.3,2,no,yes,VT,408,389-2747,no
159,19,184.1,194.5,225.6,16.9,0,no,yes,KS,415,415-2176,no
114,31,174.5,224.2,116.3,12.3,2,yes,yes,VA,415,377-8067,no
71,0,103.3,138.5,164.8,9,2,no,no,AL,415,362-7835,no
122,0,35.1,180.8,251.6,12.7,1,no,no,PA,415,361-5225,no
100,25,246.6,141.4,189.8,13,1,no,yes,AL,408,333-3447,no
83,37,78.5,210.5,179.7,11.8,1,no,yes,WV,415,341-3044,no
64,0,148.1,164.9,216,12.3,5,no,no,NV,408,350-7306,yes
105,0,206.2,256.4,117.1,9,1,no,no,TN,408,353-8849,no
144,33,251.6,197.6,209.2,12.2,2,no,yes,ID,415,402-3476,no
106,26,270.3,215.2,254,14.4,1,yes,yes,WY,415,338-6018,yes
19,34,156.6,224.2,260.9,11.3,1,no,yes,TX,510,409-3520,no
46,0,139.4,223.7,173.1,13.6,1,no,no,MA,408,357-1085,no
127,0,220.2,188.4,172.7,11.7,2,no,no,IL,510,353-3285,no
9,39,214.1,169.2,189.7,10.1,1,no,yes,LA,415,409-9885,no
157,0,196,213.4,196.8,7.9,1,no,no,CO,415,388-7701,no
105,0,106.4,240.1,147.7,5.3,6,no,no,UT,415,385-8184,yes
105,29,179.4,275.4,246.1,10,0,no,yes,MI,415,345-2863,no
155,0,216.7,144.3,135.3,10.8,2,no,no,NH,408,353-6300,no
31,0,177.3,152.8,162.9,5.1,0,no,no,ID,415,389-5649,no
161,0,151.6,219.4,224.7,4,1,no,no,WA,415,378-8137,no
95,32,262.2,165.2,194.3,10.6,0,no,yes,MN,408,340-4627,no
122,0,173.6,91.7,211.7,9.7,3,no,no,NY,415,352-6833,no
37,0,106.6,147.4,235.8,9.6,2,yes,no,MD,415,420-2000,no
132,0,193.3,128.3,162.1,11.6,5,no,no,GA,415,368-5437,yes
119,24,217.2,138.7,139.3,11.3,0,no,yes,HI,408,418-8170,no
16,0,209.5,172.8,94.1,8.8,1,no,no,AL,408,403-9417,no
99,0,95.4,207.2,136,5.6,1,no,no,CT,408,330-6165,no
76,26,214.6,205.2,134.6,8.1,1,no,yes,CO,408,412-4185,no
167,0,131.6,211.3,168.3,11.1,4,no,no,KS,415,409-4734,yes
129,0,168.4,217.1,81.6,11.8,1,no,no,NJ,415,348-9828,no
116,0,146.4,176.6,212.6,7.8,1,no,no,FL,408,418-8850,no
60,0,183,206.7,203.8,11.1,1,yes,no,CA,415,330-8351,no
128,0,103.3,245.9,161.1,6.4,0,no,no,KS,415,347-7773,no
47,28,112.2,154.8,166.7,10.6,0,no,yes,TX,408,392-6841,no
40,0,170.7,179.1,281.9,8.2,3,yes,no,MN,510,354-2189,no
173,0,172.5,142.6,102,10.9,0,no,no,AK,510,349-9060,no
157,30,194.3,243.2,322.2,7.1,1,no,yes,OR,510,334-1311,no
66,32,187.8,129.8,132.3,12,2,no,yes,MS,408,415-3120,no
50,26,307.1,289.4,174.9,8,0,yes,yes,VT,415,387-5891,no
72,0,118.2,167.2,214.2,12.2,3,no,no,UT,415,368-8026,no
130,0,154,205.9,233.7,12.9,1,no,no,KS,510,332-9446,no
143,0,155.5,213.4,237.9,7.6,1,no,no,NV,408,393-5284,no
89,0,125.6,213,181.7,5.4,1,yes,no,DE,510,376-1677,no
108,0,199.3,224.2,140.1,15.2,0,no,no,IN,415,392-2268,no
32,0,157.9,180.8,132.5,12.8,1,no,no,TX,408,396-4311,no
166,0,203.4,167.7,132,9.2,2,no,no,MA,415,363-4005,no
109,0,222.2,218.5,266,10.9,1,no,no,VT,408,344-9966,no
72,39,92.8,271.2,167.1,5.8,1,no,yes,CA,408,337-7377,no
134,32,216.8,102.2,174,8.6,0,no,yes,IA,415,373-7037,no
13,0,193.2,194.4,186.5,9.7,4,no,no,NH,415,356-7580,no
